GFDC-number,concept-id,Keytype,indexTerm-en,indexTerm-de,indexTerm-fi,note,fi-new-term
232.328.3,,,Root suckers: propagation by,Wurzelbrut: vegetative Vermehrung durch,,,
232.328.4,,,Layering: propagation by,Ableger: künstliche Pflanzenvermehrung durch,,,
232.328.5,,,Budding (bud-grafting),Okulieren,,,
232.328.5,,,Grafting,"Pfropfen (Okulieren, Veredeln)",,,
232.328.6,,,Tissue culture,Gewebekultur,,,
232.329.1,,,Greenhouses,Gewächshäuser,,,
232.329.2,,,"Frames, propagating: heated",Kästen zur Pflanzenanzucht: geheizte,,,
232.329.3,,,"Frames, propagating: cold",Kästen zur Pflanzenanzucht: kalte,,,
232.329.4,,,Phytotron,Phytotron,,,
232.329.6,,,Baskets: raising plants in,Pflanztöpfe,,,
232.329.6,,,"Containers, raising plants in","Behälter, Pflanzenaufzucht",,,
232.329.6,,,Planting stock: raising in pots or tubes,Pflanzgut: Aufzucht in Töpfen usw.,,,
232.329.6,,,"Pots, raising plants in","Töpfe, Aufzucht in",,,
232.329.6,,,"Tubes, raising plants in","Röhrchen, Aufzucht in",,,
232.33,,,Direct sowing,Freilandsaat,,,
232.33,,,"Sowing, direct",,,,
232.331,,,"Direct sowing: type of sowing (patch, line etc.)","Freilandsaat: Saatarten (Flächen, Rillen usw.)",,,
232.331,,,Line sowing (direct),Rillensaat als Freilandsaat,,,
232.331,,,Patch sowing (direct),Flächensaat (Freiland),,,
232.331,,,"Sowing, direct: methods (patch, line etc.)",,,,
232.332,,,"Compost, use of: in direct sowings",Kompost: Verwendung bei Freilandsaat,,,
232.332,,,"Direct sowing: use of compost or fertilizers, mulching etc.",Freilandsaat: Verwendung von Düngemitteln usw.,,,
232.332,,,Fertilizing and fertilizers: in direct sowings,Dünger und Düngen: bei Freilandsaat,,,
232.332,,,"Inoculation, soil: in direct sowings",,,,
232.332,,,Mulching: in direct sowings,Mulchen: bei Freilandsaat,,,
232.332,,,Soil inoculation: in direct sowings,Bodenimpfung: bei Freilandsaat,,,
232.332,,,"Sowing, direct: use of fertilizers etc.",,,,
232.333,,,Density: of sowing: (in direct sowings),Saatdichte: bei Freilandsaat,,,
232.333,,,"Direct sowing: density of, quantity of seed",Freilandsaat: Saatdichte und Samenmenge,,,
232.333,,,Seed: quantity (in direct sowings),Saatgut: Menge: (bei Freilandsaat),,,
232.333,,,"Sowing, direct: density and quantity of seed",,,,
232.334,,,"Covering, seed: direct sowings",Bedeckung bei Saaten: Freilandsaat,,,
232.334,,,Direct sowing: seed covering,Freilandsaat: Bedeckungsmethoden,,,
232.334,,,Seed: covering (in direct sowings),Saatgut: Bedeckung: (bei Freilandsaat),,,
232.334,,,"Sowing, direct: covering methods",,,,
232.335,,,Direct sowing: date and season of,Freilandsaat: Saatzeit,,,
232.335,,,Season: sowing,Jahreszeit: Saatzeit,,,
232.335,,,"Sowing, direct: season and date",,,,
232.336,,,Birds: damage by and protection against (in direct sowings),Vögel: Schäden durch und Schutz gegen (in Freilandsaaten),,,
232.336,,,Direct sowing: protective measures,Freilandsaat: Schutzmaßnahmen,,,
232.336,,,"Insect attack on seed and young plants, protection against: in direct sowings","Insektenangriffe auf Samen und junge Pflanzen, Schutz gegen: in Freilandsaaten",,,
232.336,,,"Sowing, direct: protective measures",,,,
232.337,,,Direct sowing: tools and equipment,Freilandsaat: Werkzeuge und Maschinen,,,
232.337,,,"Sowing, direct: mechanized",Freilandsaat: maschinelle,,,
232.337,,,"Sowing, direct: tools and equipment",,,,
232.338,,,Air seeding,Flugzeugsaat,,,
232.338,,,"Sowing, with airplane",Freilandsaat: mit Flugzeug,,,
232.4,,,Planting,Pflanzung:,,,
232.4,,,,Bestandesgründung: durch Pflanzung,,,
232.41,,,Planting stock,Pflanzgut,,,
232.411,,,Planting stock: kind of,Pflanzgut: Beschaffenheit,,,
232.411,,,Planting stock: sources,,,,
232.411.1,,,Certification: planting stock,,,,
232.411.1,,,Planting stock: acquisition,Pflanzgut: Beschaffung,,,
232.411.1,,,Planting stock: certification,Pflanzgut: Anerkennung,,,
232.411.1,,,Planting stock: legislation for certification,,,,
232.411.1,,,Planting stock: origin,Pflanzgut: Herkunft,,,
232.411.1,,,Planting stock: trade,,,,
232.411.2,,,Age of planting stock,Alter des Pflanzgutes,,,
232.411.2,,,Planting stock: age and type,Pflanzgut: Alter und Typus,,,
232.411.3,,,Grading: planting stock,,,,
232.411.3,,,Planting stock: grading,Pflanzgut: Sortieren,,,
232.411.3,,,Planting stock: size,Pflanzgut: Größe,,,
232.411.3,,,Sorting: of planting stock,Sortierung: des Pflanzgutes,,,
232.411.4,,,Clonal forestry,Klonforstwirtschaft,,,
232.411.4,,,Vegetatively propagated stock,Vegetativ vermehrtes Pflanzgut,,,
232.411.5,,,Planting stock: produced by different nursery treatments,Pflanzgut: Auswirkung verschiedener: Anzuchtverfahren,,,
232.411.6,,,Planting stock: natural forest (wilding),Pflanzgut: Wildlinge,,,
232.411.6,,,Wilding stock,Wildlinge,,,
232.412,,,Planting stock: handling and treatment,Pflanzgut: Behandlung des,,,
232.412.1,,,Lifting: of planting stock,Ausheben: des Pflanzgutes,,,
232.412.1,,,Planting stock: lifting,Pflanzgut: Ausheben,,,
232.412.2,,,"\""Stumping\"" of planting stock",Stummeln des Pflanzgutes,,,
232.412.2,,,Planting stock: root pruning,Pflanzgut: Wurzelschnitt,,,
232.412.2,,,Planting stock: shoot pruning,Pflanzgut: Sproßschnitt,,,
232.412.2,,,Planting stock: stumping,,,,
232.412.2,,,Root pruning: of planting stock,Wurzelschnitt: beim Pflanzgut,,,
232.412.2,,,Shoot pruning: planting stock,Sproßschnitt: am Pflanzgut,,,
232.412.2,,,,Pflanzgut: Beschneiden,,,
232.412.3,,,Burying of planting stock,Einschlagen des Pflanzgutes,,,
232.412.3,,,Heeling in,,,,
232.412.3,,,Planting stock: burying,Pflanzgut: Einschlagen,,,
232.412.3,,,Planting stock: heeling in,Pflanzgut: Bedecken,,,
232.412.4,,,Exposure: planting stock,Bloßlegung: Pflanzgut,,,
232.412.4,,,Packing of planting stock,Verpackung des Pflanzgutes,,,
232.412.4,,,Planting stock: exposure,Pflanzgut: Bloßlegung,,,
232.412.4,,,"Planting stock: lifting, early",,,,
232.412.4,,,Planting stock: packing,Pflanzgut: Verpackung,,,
232.412.4,,,Planting stock: transport,Pflanzgut: Transport,,,
232.412.4,,,Transport of plants,Transport von Pflanzen,,,
232.412.5,,,Planting stock: puddling,Pflanzgut: Einschlämmen,,,
232.412.5,,,Puddling (planting stock),Einschlämmen des Pflanzgutes,,,
232.412.6,,,"Dressings, protective: planting stock",Schutzmittelanwendung: Pflanzgut,,,
232.412.6,,,Planting stock: protective dressings for,Pflanzgut: Schutzmittel,,,
232.412.6,,,Planting stock: root dressings,,,,
232.412.6,,,Root dressings for planting stock,Wurzel-Schutzmittel für Pflanzgut,,,
232.412.7,,,Cold storage,Kaltlagerung des Pflanzgutes,,,
232.412.7,,,Planting stock: cold storage,Pflanzgut: Kaltlagerung,,,
232.42,,,Planting: methods,Pflanzung: Pflanzmethoden,,,
232.421,,,Lochpflanzung,Pit planting,,,
232.421,,,Mounding: as planting method,Hügelpflanzung,Mätästys: istutusmenetelmänä,,
232.421,,,Notch planting,Spaltpflanzung,,,
232.421,,,Planting: mound,Pflanzung: Hügel-,,,
232.421,,,Planting: notch,Pflanzung: Spalt-,,,
232.421,,,Planting: pit,Pflanzung: Loch-,,,
232.422,,,Planting: position of plant,Pflanzung: Stellung der Pflanze,,,
232.422,,,Planting: slant,Pflanzung: Schrägpflanzung,,,
232.422,,,Slant planting,Schrägpflanzung,,,
232.423,,,Planting: depth of,Pflanzung: Pflanztiefe,,,
232.424,,,Planting: care in,Pflanzung: Sorgfalt beim Pflanzen,,,
232.425,,,Fertilizing and fertilizers: at time of planting,Dünger und Düngen: beim Pflanzen,,,
232.425.1,,,"Fertilizing and fertilizers: at time of planting (inorganic, including trace elements)",Dünger und Düngen: beim Pflanzen (anorganisch einschl. Spurenelemente),,,
232.425.1,,,Trace elements: fertilizing planting sites with,Spurenelemente: Düngung von Anpflanzungen mit,,,
232.425.2,,,"Compost, use of: at time of planting out",Kompost: Verwendung bei der Pflanzung,,,
232.425.2,,,Fertilizing and fertilizers: at time of planting (organic),Dünger und Düngen: beim Pflanzen (organisch),,,
232.425.2,,,Green manuring: planting sites,Gründüngung: in Pflanzungen,,,
232.425.2,,,Sewage sludge at planting,Klärschlamm: bei der Pflanzung,,,
232.425.3,,,Mulching: at time of planting out,Mulchen: beim Pflanzen,,,
232.425.4,,,"Inoculation, soil: on planting sites",,,,
232.425.4,,,Soil inoculation: at time of planting out,Bodenimpfung: bei Freilandsaat: bei der Pflanzung,,,
232.427,,,Planting: mechanical,,,,
232.427,,,Planting: tools,"Pflanzung: Geräte, Werkzeuge, Maschinen",,,
232.429,,,Ball planting,Ballenpflanzung,,,
232.429,,,Bunch planting,Büschelpflanzung,,,
232.429,,,Planting: ball,Pflanzung: Ballen-,,,
232.429,,,Planting: bunch,Pflanzung: Büschel-,,,
232.43,,,Spacing,Pflanzverbände,,,
232.44,,,Planting: season and time,Pflanzung: Pflanzzeit,,,
232.44,,,Season: planting,Jahreszeit: Pflanzzeit,,,
232.5,,,Cuttings: direct planting of,Stecklinge: Freilandpflanzung,,,
232.5,,,Vegetative propagation: direct formation of stands by,Vegetative Vermehrung: direkte Bestandesgründung durch,,,
232.5,,,,"Bestandesgründung: künstliche, durch vegetative Vermehrung",,,
232.5,,,,Künstliche Bestandesgründung durch vegetative Vermehrung,,,
233,,,Afforestation,Aufforstung,,,
234,,,"Natural succession: \""afforestation\"" by",Natürliche Sukzession: Waldausbreitung durch,,,
234,,,"Succession, natural (plant): \""afforestation\"" by","Sukzession, natürliche (Pflanzen): Wiederbewaldung durch",Sukkessio ,,
235.1,,,Underplanting,Unterbau,,,
235.2,,,Advance planting,Pflanzung: Vorbau,,,
235.2,,,Pioneer crops,Pionierholzarten,,,
235.2,,,Planting: advance,Vorbau,,,
235.2,,,Shelterwoods (advance plantings),Vorwald,,,
235.4,,,Auxiliary species,Treibholzarten,,,
235.4,,,nurse crop,,Verhopuusto ,,f
235.4,,,Nurses,Hilfsholzarten,,,
235.4,,,Trees: nurse,Bäume: Hilfsholzarten,,,
235.41,,,Nurses: tree,Hilfsholzarten: Bäume,,,
235.42,,,Cover crops for tree plantations,Bodenschutzpflanzen für Waldbestände,,,
235.42,,,Nurses: shrub etc.,Hilfsholzarten: Sträucher usw.,,,
235.42,,,"Shrubs, as nurse or auxiliary species",,,,
235.5,,,"Mixed plantations, formation of","Mischbestände, Anlage von",,,
235.6,,,"\""Enrichment\"" of inferior growth","\""Anreicherung\"" geringwertiger Bestände",,,
235.6,,,"Interplanting (\""enrichment\"") of inferior growth",Zwischenpflanzungen in geringwertigen Bestände,,,
236,,,"Plantations, forest: care of in initial stages","Anpflanzungen, forstliche: Jungwuchspflege",,,
236,,,Tending: of stands in the seedling stage,Bestandespflege: in Jungwuchs,,,
236,,,,Jungwuchspflege,,,
236.1,,,Tending: of stands in the seedling stage (weeding),Bestandespflege: in Jungwuchs (Unkraut- und Unholzbekämpfung),,,
236.1,,,Weeding: regeneration and young plantations,Unkrautbekämpfung: im Jungwuchs,,,
236.2,,,first thinning,,Ensiharvennus ,,f
236.2,,,Respacing: Young crops,Abstandsregulierung: Jungwuchspflege,,,
236.2,,,Tending: of stands in the seedling stage (tending of the young crop itself),Bestandespflege: in Jungwuchs (Jungwuchspflege: Abstandsregulierung),Taimikonhoito ,,
236.3,,,Shading: of regeneration or young plantations,Beschattung: in Verjüngungen oder Jungwuchs,,,
236.3,,,Sheltering: of regeneration or young plantations,Bestandespflege: in Jungwuchs (Beschirmung und Beschattung),,,
236.3,,,Tending: of stands in the seedling stage (sheltering and shading),,,,
236.4,,,"Paths, inspection: in regeneration or young plantations",,,,
236.4,,,Regeneration: surveys,Verjüngung: Überwachung,,,
236.4,,,Supervision: of regeneration or young plantations,,,,
236.4,,,"Surveys, regeneration",,,,
236.5,,,Beating up (beeting),,,,
236.5,,,"Blanks, filling of (\""beating up\"")",,,,
236.5,,,Filling blanks in young crops,,,,
236.5,,,Planting: repair,Pflanzung: Nachbesserungen,,,
236.5,,,Repair planting,Nachbesserungen,,,
236.6,,,Failed plantations: treatment,"Kulturen, mißlungene, Behandlung",,,
236.6,,,"Plantations, forest: failed or partially failed, treatment of","Anpflanzungen, forstliche: Behandlung mißlungener und lückiger Kulturen",,,
237,,,Amelioration of forest sites [engineering aspects see 385; economic aspects see 651.71],Standortsverbesserungen [ingenieurmäßige Gesichtspunkte siehe 385; wirtschaftliche Gesichtspunkte siehe 651.7],,,
237,,,"Checked plantations, treatment of","Wuchsstockungen, Behebung durch:",,,
237,,,"Plantations, forest: checked, treatment of",,,,
237,,p,Site amelioration,,,,
237.1,,,"Checked plantations, treatment of: ploughing or soil working","Wuchsstockungen, Behebung durch: Bodenbearbeitung",,,
237.1,,,"Cultivation, soil: for site amelioration",Standortsverbesserungen: Bodenbearbeitung,,,
237.1,,,harrowing,,Äestys ,,f
237.1,,p,Ploughing: for site amelioration in checked plantations etc.,Bodenbearbeitung: zur Verbesserung forstlicher Standorte,,,
237.2,,,"Checked plantations, treatment of: draining","Wuchsstockungen, Behebung durch: Entwässern",,,
237.2,,p,Drainage: for site amelioration,Entwässerung: als Standortsverbesserung,,,
237.2,,,Site amelioration: drainage,Standortsverbesserungen: Entwässern,,,
237.3,,,"Checked plantations, treatment of: mounding and mulching","Wuchsstockungen, Behebung durch: Aufhöhen und Bodenbedeckung",,,
237.3,,p,Mounding: for site amelioration in checked plantations etc.,"Standortsverbesserungen: Aufhöhen und Bodenbedeckung \""mulchen\""",Mätästys: metsänuudistuksessa ,,
237.3,,p,Mulching: for site amelioration in checked plantations etc.,Mulchen: zur Standortsverbesserung,,,
237.4,,,"Checked plantations, treatment of: fertilizing etc.","Wuchsstockungen, Behebung durch: Düngemittel usw.",,,
237.4,,p,"Compost, use of: for site amelioration",Kompost: Verwendung zur Standortsverbesserung,,,
237.4,,p,Fertilizing and fertilizers: for site amelioration,Dünger und Düngen: zur Standortsverbesserung,,,
237.4,,,"Inoculation, soil: for site amelioration in checked plantations etc.",,,,
237.4,,,Sewage sludge after planting,Klärschlamm: nach der Pflanzung,,,
237.4,,,Site amelioration: fertilizing,Standortsverbesserungen: Verwendung von Düngemitteln usw.,,,
237.4,,,Soil inoculation: for site amelioration in checked plantations etc.,Bodenimpfung: bei Freilandsaat: zur Verbesserung forstlicher Standorte,,,
237.5,,,"Checked plantations, treatment of: interplanting","Wuchsstockungen, Behebung durch: Zwischenpflanzungen",,,
237.5,,p,Interplanting for site amelioration,Zwischenpflanzungen als Standortsverbesserung,,,
237.5,,,Site amelioration: interplanting,Standortsverbesserungen: Zwischenpflanzungen,,,
237.51,,,"Checked plantations, treatment of: interplanting (with substitute spp.)","Wuchsstockungen, Behebung durch: Zwischenpflanzungen (mit Ersatzholzarten)",,,
237.51,,,Interplanting for site amelioration: with substitute species,Zwischenpflanzungen als Standortsverbesserung: mit Ersatzholzarten,,,
237.51,,,Site amelioration: interplanting with nurses,Standortsverbesserungen: Zwischenpflanzungen (mit Ersatzholzarten usw.),,,
237.51,,,"Substitute species: interplanting with, for site amelioration","Ersatzholzarten: Zwischenpflanzungen mit, zur Standortsverbesserung",,,
237.52,,,"Checked plantations, treatment of: interplanting (with nurses)","Wuchsstockungen, Behebung durch: Zwischenpflanzungen (mit Hilfsholzarten)",,,
237.52,,,Interplanting for site amelioration: with nurses,Zwischenpflanzungen als Standortsverbesserung: mit Hilfsholzarten,,,
237.52,,p,Nurses: interplanting for site amelioration,Hilfsholzarten: Zwischenpflanzungen zur Standortsverbesserung,,,
237.6,,,"Checked plantations, treatment of: irrigation","Wuchsstockungen, Behebung durch: Bewässern",,,
237.6,,,Irrigation: for site amelioration,Bewässerung: zur Standortsverbesserung,,,
237.6,,,Site amelioration: irrigation,Standortsverbesserungen: Bewässern,,,
237.7,,,Tools for amelioration,Werkzeuge zur Standortsverbesserung,,,
237.7,,,,Geräte zur Standortsverbesserung,,,
237.9,,,"Checked plantations, treatment of: turf lifting","Wuchsstockungen, Behebung durch: Plaggenanheben usw.",,,
237.9,,,Turf lifting in checked plantations,Plaggenanheben zur Verbesserung forstlicher Standorte,,,
237.9,,,,"Standortsverbesserungen: \""turf lifting\"" (Plaggenanheben)",,,
238,,,"Biomass, special crops",Biomasse: besonderer Ernteertrag,,,
238,,,"Crops, timber, requiring special treatment","Baumanlagen, die eine besondere Behandlung erfordern",,,
238,,,Fast growing trees,Schnellwuchsbetrieb,,,
238,,,Short rotation: intensive silviculture,,,,
238,,,Silviculture: intensive for extra rapid growth,,,,
238,,,"Special treatment, timber crops requiring",,,,
238,,,Timber crops requiring special treatment,,,,
24,,,Tending,Bestandespflege,,,
241,,,Cleanings,Säuberungen,Perkaus ,,
241,,,Precommercial thinning(s),Vornutzungsdurchforstung(en),,,
241,,,Respacing: cleanings,,,,
241,,,Thinning(s): precommercial,,,,
241,,,,Läuterungen,,,
241/244,,,Tending of stands past the seedling stage,Bestandespflege: in älteren als Jungwuchsbeständen Abstandesregulierung,,,
242,,,Thinning(s),Durchforstung(en),Harvennushakkuu ,,
243,,,Canopy: opening of (as tending measure),Kronendach: Unterbrechen des Kronendaches (als Pflegemaßnahme),,,
243,,,Improvement fellings,Pflegehiebe,,,
243,,,Increment fellings,Lichtungshiebe,,,
243,,,Overhead release,Kronenschluß-Unterbrechung,,,
243.8,,,Girdling,Ringeln,,,
243.8,,,Poisoning: undesirable trees,Vergiften: unerwünschter Bäume,,,
244,,,Climbers: cutting,Lianes: cutting,,,
244,,,,Lianen: Befreiung von,,,
245,,,Tending: of trees,Bestandespflege: von Bäumen,,,
245.1,,,Pruning,Ästung:,Pystykarsinta ,,
245.11,,,Brashing,Aufastung,,,
245.11,,,"Pruning: \""brashing\""",Ästung: grobe Aufastung,,,
245.12,,,Pruning: dry,Ästung: Trockenästung,,,
245.13,,,Pruning: green,Ästung: Grünästung,,,
245.14,,,Bud pruning,Knospenästung,,,
