fdcNumber,conceptId,Keytype,indexTerm-en,indexTerm-de,indexTerm-sv,indexTerm-fi,indexTerm-fr,indexTerm-sl,indexTerm-sp,agrovocConcept,scopeNote,fi-new-term,seÄven,USE-se,RT-se,v2016-se,altLabel-en,altLabel-de,altLabel-sv,altLabel-fi,altLabel-fr,altLabel-sl,altLabel-sp,hiddenLabel-en,hiddenLabel-de,hiddenLabel-sv,hiddenLabel-fi,hiddenLabel-fr,hiddenLabel-sl,hiddenLabel-sp
221.223,1018,,shelterwood strip system,Schirmsaumschlag,bältessystem: skärmträd i bälten,kaistalesuojuspuuhakkuu,,,método de regeneracion por fajas con protección lateral ,,,,,,,,,Schirmstreifenschlag|Saumweiser|Dunkelschlag,,,,,,Shelterwood (high forest) systems: strip,"Verjüngungssysteme im Hochwald mit Schutzwirkung: Schirmstreifen-, Schirmsaumschlag","skärmhuggningssystem, skärm- eller fröträd i bälten",,,,
221.224,1019,,Blendersaumschlag,Blendersaumschlag,kantblädning,kaistaleharsinta,,,método de regeneracion por fajas (Blendersaunschlag),,,,,,,,,,,,,,,"Shelterwood (high forest) systems: ""Blendersaumschlag""|Strip systems: ""Blendersaumschlag""|Wagner's ""Blendersaumschlag""",Verjüngungssysteme im Hochwald mit Schutzwirkung: Blendersaumschlag|Streifensysteme: Blendersaumschlag,"skärmhuggningssystem, Wagners kantblädning|bältessystem: Wagners kantblädning|Wagners kantblädning",,,,método de regeneracion por fajas (Blendersaunschlag) de Wagner
221.225,1020,classname,Wedge system,Keilschirmschlag,kilsystem,,,,método de cortas en cuña,,,,,,,,,,,,,,,Shelterwood (high forest) systems: wedge|Strip systems: wedge,Verjüngungssysteme im Hochwald mit Schutzwirkung: Keilschirmschlag|Streifensysteme: Keilschirmschlag,"skärmhuggningssystem, kilsystem|bältessystem: kilsystem",,,,"fajas, método de regeneracion por cortas en cuña "
221.226,1021,,strip-and-group (strip systems),Saumfemelschlag (Streifensysteme),bältes- och gruppsystem i kombination (bältessystem),,,,"fajas, método de regeneracion por fajas y bosquetes ",,,,,,,,,,,,,,,Shelterwood (high forest) systems: strip-and-group,Verjüngungssysteme im Hochwald mit Schutzwirkung: Saumfemelschlag,"skärmhuggningssystem, bältes- och gruppsystem",,,,
221.23,1022,,Group system,Gruppenschirmschlag,gruppsystem,suojuspuuhakkuu,,,cortas a hecho por fajas: método por bosquetes ,,,,,,,,Femelschlag,Femelschlag,Femelschlag,,,,Femelschlag,Shelterwood (high forest) systems: group,Verjüngungssysteme im Hochwald mit Schutzwirkung: Gruppenschirmschlag,"skärmhuggningssystem, gruppsystem",,,,
221.23,1023,,Irregular shelterwood system,,oregelbundet skärmsystem,epäsäännöllinen suouspuuhakkuu,,,método por bosquetes,,,,,,,,,,,,,,,Shelterwood (high forest) systems: irregular,Verjüngungssysteme im Hochwald mit Schutzwirkung: Femelschlag,"skärmhuggningssystem, oregelbundet system",,,,
221.4,1024,,Selection systems (high forest),Plenterwaldsystem (Hochwald),blädningssystem (högskogsskötsel),harvennusmenetelmät,,,"entresaca, métodos por (monte alto) ",,,,,,,,,,,,,,,,,blädningssystem (högskogsskötsel): ren blädning,,,,
221.411,1025,,Group selection system,Gruppenweiser Plenterbetrieb,luckblädning,ryhmäharsinta,,,método de entresaca por bosquetes,,,,,,,,,,"plockhuggning, högskog",,,,,Selection systems (high forest): group,Plenterwaldsystem (Hochwald): gruppenweiser Plenterwald,blädningssystem (högskogsskötsel): luckblädning,,,,"entresaca, métodos por (monte alto) por bosquetes "
221.42,1026,,Selective logging,Dimensionsplenterung,dimensionshuggning,määrämittaharsinta,,,entresaca por huroneo ,,,,,,,,,,,,,,,,,,,,,
221.5,1027,,Accessory silvicultural systems,"Hochwaldformen, besondere","högskogsskötsel, särskilda former",siemenmetsä,,,tratamientos selvícolas complementarios,,,,,,,,,,,,,,,,,,,,,
221.51,1028,,"Reserves, high forest with",Überhälter: im Hochwald,överståndare: högskog med,siemenpuuhakkuu,,,monte alto con reservas,,,,,,,,Standards: high forest with,,,,,,,High forest: with reserves (standards),Hochwald: Überhaltbetrieb,högskog: med överståndare,,,,monte alto: con reservas (tipo normal) 
221.52,1029,,Two-storeyed high forest,Zweihiebiger Hochwald,tvåskiktad högskog,kaksikerroksinen metsä,,,monte alto con dos pisos ,,,,,,,,,,,,,,monte alto con subpiso,High forest: two-storeyed,Hochwald: zweihiebiger Hochwald,högskog: tvåskiktad,,,,
221.6,1030,,continuous-cover silviculture,Dauerwald,hyggesfritt skogsbrok,jatkuva kasvatus,,,bosgue permanente,,,f,,,,,Continuous forest|Dauerwald,Ausschlagwald,bestående skogstillstånd|Dauerwald,,,,Cubierta continua silvicultura|Dauerwald,,,,,,,
222,1031,,Coppice system,Niederwald,lågskogsskötsel,vesametsät,forêt de taillis,nizki gozd,métodos de tratamiento del monte bajo,c_1871,,,Cf. also 231.4,,,,coppice forest|coppiced woodland,Stühbuch|Kratt|Schlagholz|Schlagwald|Stockwald,,karsintametsät|vesakot|vesaikko,,,,,,,,,,
222.1,1032,,coppice with standard system,Mittelwaldbetrieb,"lågskogsskötsel, med överståndare","vesametsät, välipuustolla",,,Tratamiento en monte medio,c_28053,,,,,,,Standards: coppice with,Überhälter: Mittelwald|Ausschlagwald: Mittelwald,överståndare: lågskog med,,,,Corta de monte medio,,,,,,,
222.21,1033,classname,Simple coppice,"Niederwald, einfacher",enkel lågskogsskötsel,vesametsä,,,"monte bajo, métodos de tratamiento del regular ",,,,,,,,,,,,,,,Coppice systems: simple,Ausschlagwald: Niederwald: einfacher,,,,,
222.22,1034,classname,Selection coppice,Plenterniederwald,plockhuggen lågskog,harsittu vesametsä,,,"monte bajo, entresacado e irregular",,,,,,,,,"Niederwald, geplenterter",,,,,,Coppice systems: selection,Ausschlagwald: Niederwald: geplenterter,"lågskogsskötsel, plockhuggen lågskog",,,,"monte bajo, métodos de tratamiento del entresacado por huroneo "
222.23,1035,classname,Shelterwood coppice,Niederwald mit Schutzschleier,lågskog med skyddsbeskuggning,vesametsä suojapuustolla,,,"monte bajo, métodos de tratamiento del con protección  temporal ",,,,,,,,,,,,,,,Coppice systems: shelterwood,Ausschlagwald: Niederwald mit Schutzschleier,"""shelterwood coppice""",,,,método del tratamiento de monte bajo con protección
222.3,1036,,Pollard systems,Kopfholzbetrieb,hamling: som skogsskötselsystem,latvonta,Traitement en têtard,,tratamiento por trasmochos,c_6068,,,,,,,Lopping: as silvicultural system,Schneitelbetrieb,grenar: utnyttjande av,,,,tratamientos de montes trasmochos,,,,,,,
223,1037,classname,protection forest,Schutzwald,skyddskog,suojametsä,Forêt de protection,,Monte de protección,c_28127,"An area wholle or partly covered with trees, which mainly fulfills protection functions, e.g. managed primarily to regulate stream flow, maintain water quality, minimise erosion, stabilise drifting sand or exert any other beneficial forest influences (Nieuwenhuis 2000, SilvaTerm)",,627.1,,,v2016,Protection forest,,,,,,,,,,,,,
226,1038,,silvicultural conversion,Überführung,förändring i skogsskötsel (med hänsyn till system eller trädslag),metsänhoitomenetelmän muutokset,conversion,transformación,transformación selvicola (del tratamiento o de la especie) ,,"A change from one silvicultural or management system to another. e.g. from clearfell to selection forest. NOTE sometimes also used for a change from one set of species to another (SilvaTerm, 2005)|(Wechsel des Waldbausystems oder der Holzarten)",,,,,,Change of silvicultural system or species,"Umwandlungen, Waldbausystem und Holzarten",byte av skogsskötselsystem eller trädslag,,,,,,,,,,,
228,1039,,mature forest,Reifen Wald,mogen skog,hakkuukypsä metsä,,,bosque maduro,,,f,,,,,,,,,,,,,,,,,,
228,1040,,old growth (forest),Altes Wachstum (Wald),gammal skog,vanha metsä,vieille forét,,vuelo adulto,,An American term designating stand or forest of mature or overmature trees hitherto uninfluenced by human activity (SilvaVoc 2005),,,,,,,,,,,,,,,,,,,
228,1041,,regeneration-ready (forest),Regenerationsbereitschaft (Wald),förnyelsefärdig skog,uudistuskypsä metsä,,,arboles eliminables,,,f,,,,,,,,,,,,,,,,,,
228,1042,,Stand structure (silvicultural aspects),Bestand: Aufau und Zusammensetzung,beståndstruktur (skogsskötselsynpunkter),metsiköiden rakenne,,,estructura de la masa: (aspecto selvícola) ,,,,,,,,Stand: composition and constitution: silvicultural aspects,,,metsikkötyypit,,,,,,,,,,
228,1043,,stand,Bestad,bestånd,metsikkö,,,bosquete,,,,,,,,,,,,,,,,,,,,,
228.0,1044,,choice of species,Holzartenwahl,"trädslag, val av",puulajin valinta,,,elección de especies,,,,,,,,Choice of species,Baumartenwahl,val av trädslag,,,,,Mixtures: choice of form and species (general),Mischungsform: Holzartenwahl (Allgemeines),,,,,
228.11,1045,,Canopy: overhead cover,Kronendach: Schlußgrad,kronskikt: slutenhet,latvus: peittävyys,,,"cubierta arbórea, cubierta del vuelo y espesura",,,,,,,,,,,,,,,,Schlußgrad (Beschirmungsgrad): als waldbaulicher Faktor,,,,,
228.11,1046,,Crown density of stand,Kronendichte im Bestand,beståndstäthet,latvustiheys metsikössä,,,densidad de la copa de masa,,,,,,,,,,,,,,densidad de la cubierta arbórea como factor selvícola,"Density: canopy, as silvicultural factor",,täthet: beståndstäthet,,,,densidad de las copas en los árboles en pie: como factor selvícola 
228.12,1047,,Suppression and dominance in forest stands,Neben- und Hauptbestand,undertryckande och dominans inom bestånd,suppressio ja dominanssi metsiköissä,,,árboles dominantes y eliminables,,,,,,,,,,,,,,,,,,,,,
228.125,1048,,Tree classes,Baumklassen,trädklasser,puutyypit,,,clases de arboles,,,,,,,,,,,,,,,,,,,,,
228.2,1049,,Pure forest,Reine Bestände,rena skogar,,,,masas puras,,,,,,,,pure stands,,rena bestånd,,,,,,,,,,,
228.3,1050,,mixed forest,Mischwald,blandade skogar,sekametsät,,,masas mixtas,,,,,,,,mixed stands,Gemischte Bestände,blandade bestånd,,,,,,,,,,,
228.5,1051,,Even-aged stands,Gleichaltrige Bestände,likåldriga bestånd,tasaikäiset metsiköt,,,masas coetáneas o regulares,,,,,,,,,,,,,,,,,,,,,
228.6,1052,,Uneven-aged stands,Ungleichaltrige Bestände,olikåldriga bestånd,eri-ikäiset metsiköt,,,masas irregulares,,,,,,,,,,,,,montes irregulares,,,,,,,,
228.7,1053,,Forest plantations,Plantagenwälder,plantageskogar,plantaasimetsät,plantation forestière,,plantaciones forestales ,,"Forest stands in which trees have been established by planting or/and deliberade seeding or coppicing (where the coppicing is of previously planted trees) with either native species or non-native species that meet all the following criteria: - one or two or a few species, - even-aged; - regular spacing. NOTE In this working definition (Harmonization 2005) forest plantation is considered to be a subset of planted forest.",,,,,,,Forstliche Anpflanzungen,,,,,,,,,,,,
228.7,1054,,planted forest,Künstliche Bestände|Kulturwald,kulturbestånd,istutusmetsät,forét plantée,,masas artificiales  ,,"Forest stand in which trees have predominantly been established by planting, deliberate seeding or coppicing, where the coppicing is of previously planted trees. NOTE Includes all stands established by planting or seeding of both native and non-native species. (Harmonization 2005, working definition, referred in SilvaVoc 2005)",,,,,,Artificial stands,,bestånd: kulturbestånd,,,,,,,,,,,
228.81,1055,,primary forest,Primärwald,orörd skog,aarniometsät,,,bosque vírgenes ,,"Naturally regenerated forest of native species, where there are no clearly visible indications of human activities and the ecological processes are not significantly disturbed. Explanatory note Some key characteristics of primary forests are: They show natural forest dynamics, such as natural tree species composition, occurrence of dead wood, natural age structure and natural regeneration processes; The area is large enough to maintain its natural characteristics; There has been no known significant human intervention or the last significant human intervention was long enough ago to have allowed the natural species composition and processes to have become re-established. Source: FRA 2015 - Terms and Definitions (en) ",,,,,,virgin stands|virgin forests|indigenous forests|native forest|Urwald,Urwald,,,,,,,,,,,,
228.82,1056,,Natural forest,Naturwald,naturskog,luonnonmetsät,forét naturelle,,bosque natural,,"Forest composed of indigenous trees regenerated naturally. This can include both spontaneous and assisted natural  regeneration,  (Harmonization 2002, referred in SilvaVoc 2005)",,,,,,natural stands,Zweitwuchs auf Schlagflächen|Natürliche Bestände,naturbestånd,luonnonmetsiköt|koskemattomat metsät|luontaisesti uudistetut metsät,,,bosques naturales,,,,,,,
228.82,1057,,pioneer tree,Pionierbaum,pionjärträd,pioneeripuu,,,arbol pionero,,,f,,,,,,,,,,,,,,,,,,
228.82,1058,,Secondary forests,Sekundärwald,sekundärskog,sekundaariset metsät,forét secondaire,,bosque secundario,,"Forest that has regenerated naturally from a disturbance of the original vegetation (primary forest) caused by, e.g. logging, fire, insect attack, land clearing, etc.)  By essence, it is represented by initial succession phases after stand-replacing disturbances. NOTE Planted forests are not treated as secondary forests.",,,,,,second-growth stands|Second-growth forest,Zweitwuchsbestände,,,,,masas de segunda generación ,,,,,,,
228.9,1059,,border trees,,kantträd,reunapuut,,,borde de los árboles,,,,,,,,Border trees and shrubs as a protective surround|Shrubs and border trees as a protective surround,Waldrand|Trauf,,,,,,,,,,,,
228.9,1060,,protective surround of forest,Waldmantel,kantskog,reunametsä,,,,,,,,,,,,,,,,,,,,,,,,
23,1061,,forest regeneration,Forstverjüngung,skogsföryngring,metsänuudistaminen,,,regeneración del bosque,,,,,,,,Regeneration,Verjüngung,"föryngring|fortplantning, växter:",uudistaminen,,,regeneración ,,,,,,,
230,1062,,Regeneration: forms of,Verjüngung: Arten der,föryngring: typer av,"metsänuudistaminen, tyypit",,,métodos de regeneración,,,,,,,,,,,,,,,,,,,,,
230.1,1063,,Regeneration: forms of (over large areas),Verjüngung: Arten der (Großflächen),föryngring: typer av (över stora ytor),metsänuudistaminen (laajoilla alueilla),,,métodos de regeneración (por grandes superficies) ,,,,,,,,,,,,,,,,,,,,,
230.2,1064,,"Groups, regeneration by",Horstweise Verjüngung,"grupper, föryngring i",metsänuudistaminen (suojuspuut),,,regeneración por bosquetes,,,,,,,,,,,,,,,Regeneration: forms of (by groups),Verjüngung: Arten der (horst- und gruppenweise),föryngring: typer av (i grupper),,,,
230.3,1065,,Regeneration: forms of (by strips),Verjüngung: Arten der (streifen- und saumweise),föryngring: typer av (i bälten),metsänuudistaminen (kaistaleet),,,regeneración por fajas,,,,,,,,,,,,,,,Strips: regeneration by,Streifenverjüngung,bälten: föryngring i,,,,
231,1066,,natural regeneration,Naturverjüngung,självföryngring,luontainen uudistaminen ,,,regeneración natural ,,,f,,,,,,,,,,,,"Regeneration, natural","Verjüngung, natürliche",,föryngring: självföryngring,,,
231.1,1067,,"Advance growth, regeneration from",Vorverjüngung,"självföryngring, under bestånd",luontainen uudistaminen vesoista,,,regeneración natural obtenida con repoblado preexistente ,,,,,,,,,,,,,,,"Regeneration, natural: from advance growth","Verjüngung, natürliche: Vorverjüngung",föryngring: självföryngring (uppkommen under bestånd),,,,
231.3,1068,,natural regeneration: preparatory measures,Naturverjüngung: vorbereitende Maßnahmen,självföryngring: förberedande åtgärder för,luontainen uudistaminen: valmistelu,,,regeneración natural medidas preparatorias ,,,,,,,,,,"självföryngring, förberedande åtgärder för",,,,,,,,,,,
231.31,1069,,Canopy: manipulation for natural regeneration,Kronendach: Eingriffe in das Kronendach zur natürlichen Verjüngung,kronskikt: åtgärder för. självföryngring,latvuksen käsittely: (luontainen uudistaminen),,,tratamiento de la cubierta arbórea para la regeneración natural ,,,,,,,,,,,,,,,,,,,,,
231.32,1070,,Clearing of sites: for natural regeneration,Abräumung des Bodens: Naturverjüngung,hyggesrensning: för självföryngring,hakkualan raivaus (luontainen uudistaminen),,,limpíeza del terreno para la regeneración natural ,,,,,,,,,,,,,,,"Ground vegetation, manipulation for: natural regeneration|Scraping of undergrowth and ground vegetation preparatory to natural regeneration","Bodenvegetation, Maßnahmen zur: natürlichen Verjüngung|Abziehen des Unterwuchses und der Bodenvegetation zur Vorbereitung der natürlichen Verjüngung","markvegetation, åtgärder mot: för självföryngring",,,,desbroce del subpiso y del matorral preparatorio para la regeneración natural 
231.32,1071,,Undergrowth: manipulation preparatory to natural regeneration,Unterwuchs: Vorbereitende Maßnahmen für die naturverjüngung,underväxt: åtgärder för att åstadkomma självföryngring,alikasvos: käsittely uudistamista varten,,,subpiso: tratamiento preparatorio para la regeneración natural ,,,,,,,,,,,,,,,,,,,,,
231.321,1072,,"Undergrowth: cutting, scraping etc.","Unterwuchs: Fällen, Abschneiden usw.","markvegetation, åtgärder mot: för självföryngring (avverkning, röjning)",alikasvos: raivaus,,,desbroce del bosque,,,,,,,,,,,,,,,"Ground vegetation, manipulation for: natural regeneration (by cutting, scraping etc.)",,"underväxt: avverkning, röjning m.m.",,,,
231.322,1073,,Undergrowth: burning,Unterwuchs: Abbrennen,underväxt: bränning,alikasvos: kulotus,,,subpiso: quema ,,,,,,,,,,,,,,,"Ground vegetation, manipulation for: natural regeneration (by burning)|Burning (uses of fire) to prepare for natural regeneration","Bodenvegetation, Maßnahmen zur: natürlichen Verjüngung (durch Abbrennen)|Brennen (Anwendung von Feuer): zur Vorbereitung der natürlichen Verjüngung","markvegetation, åtgärder mot: för självföryngring (bränning)|bränning som förberedelse till självföryngring",,,,quemas (uso del fuego) para preparar la regeneración natural 
231.323,1074,,Undergrowth: grazing,Unterwuchs: Beweiden,underväxt: bete,alikasvos: laidunnus,,,subpiso: pastoreo ,,,,,,,,,,,,,,,Grazing: to prepare for natural regeneration,Weide: zur Vorbereitung der natürlichen Verjüngung,bete som förberedelse för självföryngring,laidunnus (uudistamisen valmistelu),,,pastoreo: en la preparación de la regeneración natural 
231.324,1075,,Undergrowth: poisoning,Unterwuchs: Vergiften,underväxt: förgiftning,alikasvos: myrkyttäminen,,,subpiso: herbicidas ,,,,,,,,,,,,,,,Poisoning: ground vegetation (to prepare for natural regeneration),Vergiften: Bodenvegetation: (zur Vorbereitung der natürlichen Verjüngung),förgiftning: av markvegetation: (förberedelse till självföryngring),myrkyttäminen: alikasvos (uudistamisen valmistelu),,,envenenamiento : del matorral: para. (preparar la regeneración natural) 
231.33,1076,,Soil preparation: for natural regeneration,Bodenbearbeitung: zur natürlichen Verjüngung,markbearbetning: för självföryngring,maanmuokkaus (luontainen uudistaminen),,,preparación del suelo para la regeneración natural ,,,,,,,,,,,,,,,,,,,,,
