fdcNumber,date-eng,date-ger,date-fre,date-fin,date-swe,date-sp,RecordType,BT,seeAlso,prefLabel-eng,includingNote-eng,scopeNote-eng,fdcNumber-fi,prefLabel-fin,includingNote-fin,scopeNote-fin,fdcNumber-de,prefLabel-ger,includingNote-ger,scopeNote-ger,dcoNumber-fre,prefLabel-fre,includingNote-fre,scopeNote-fre,prefLabel-swe,includingNote-swe,scopeNote-swe,prefLabel-slv,includingNote-slv,scopeNote-slv,prefLabel-spa,includingNote-spa,scopeNote-spa,old-classnames
245.9,1954,1992,,2016,1966,1959,,245.1,,Miscellaneous,,,245.9,Sekalaista,,,245.9 ,Verschiedenes,,,245.9,Divers,,,Övrigt ,,,,,,Varios,,,
249,1954/1983,1992,1960,1985,1966,1959,,24,,Miscellaneous ,"(e.g. control of undesirable undergrowth, including shrubs and coppice)",,249,Vesakontorjunta ym. ,(vesakontorjunta ja muu ei-toivotun aluskasvillisuuden torjunta),,249,Verschiedenes ,(z.B. Bekämpfung unerwünschten Unterwuchses einschl. Gebüsch und Stockausschlag),,249,"Divers, ",(y compris arbustes et taillis; par ex. destruction du sous-étage ou du sous-bois indésirable),,Övrigt ,"(t.ex. reglering av ej önskvärd underväxt, inberäknat buskar och stubbskott)",,,,,Varios,,,
25,1954,1992,,1966/1985,1966,1959,,2,,"Treatment of defective, derelict or very open stands",,,25,"Viallisten, vajaatuottoisten ja harvapuustoisten metsiköiden käsittely",,,25,"Behandlung fehlerhafter, in der Pflege vernachlässigter oder verlichteter Bestände",,,25,"Traitement des peuplements incomplets, degradés ou très clairs",,,"Behandling av abnorma, försummade eller mycket glesa bestånd",,,"Ravnanje s skaženimi, zanemarjenimi ali preveč preredčenimi sestoji",,,"Tratamiento de las masas defectuosas, arruinadas o muy claras",,,
26,1954/1983,1992,1960,1966/1985,1966,1959,,2,,"Combinations of forestry with agriculture and pastoral husbandry, (agroforestry). Irrigated and floodland forests, shelterbelts etc., and their treatment",,,26,"Yhdistetty metsä-, maa- ja laiduntalous. Keinokastellut ja tulvamaiden metsät, tuulensuojavyöhykkeetjne. ja niiden käsittely",,,26,Verbindungen von Forst- und Landwirtschaft. (Agroforstwirtschaft). Bewässerte Waldungen und Auewald. Windschutzstreifen usw. und ihre Behandlung,,,26,"Equilibre agro-sylvo-pastoral (agroforesterie). Forêts irriguées ou inondables, rideaux boisés, etc. et leur traitement",,,"Kombination av skogsbruk med jordbruk och bete. Bevattnade skogar och översvämningsskogar, läbälten m.m. och deras skötsel",,,Povezave gozdarstva s kmetijstvom. Gozdovi na trajno mokrih tleh in logih. Varovalni pasovi drevja in ravnanje z njimi,,,"Asociacion de cultivo forestal, agricola y pastoral. Montes regados e inundables.",incluyendo fajas arboladas de prtocción y su tratamiento,,
261,1954,1992,,2016,1966,1959,,26,,"Alternate forestry and agriculture, periodic or temporary agricultural use of forest land",,,261,Kiertoviljely,"(metsä- ja maatalouden vuorottelu, metsämaan kausittainen tai tilapäinen maatalouskäyttö)",,261,Landwirtschaftlicher Zwischenanbau,,,261,"Assolement forêt et agriculture, utilisation agricole périodique ou temporaire des terrains forestiers",,,"Alternerande skogs- och jordbruk, eller tillfälligt utnyttjande av skogsmark för jordbruksändamål",,,,,,"Alternancia forestal y agrícola, uso agrícola, peródico o temporal, de tierras forestales",,,
261.1,1954,1992,,2016,1966,1959,,261,,High forest with field crops (traditional European forms),,,261.1,Siemenmetsä ja peltokasvit (perinteiset eruooppalaiset muodot),,,261.1 ,Waldfeldbau im Hochwald (überlieferte europäische  Formen),,,261.1,Futaie et culture agricole (formes européennes traditionnelles),,,Högskog (av traditionell europeisk art) kombinerad med jordbruk,,,,,,Dehesas arboladas con cultivo agrícola (formas tradicionales europeas),,,
261.2,1954,1992,,2016,1966,1959,,261,,Coppice with field crops (traditional European forms),,,261.2,Vesakko ja peltokasvit (perinteiset eurooppalaiset muodot),,,261.2 ,Waldfeldbau im Niederwald (Reutbergbetrieb u.ä.; überlieferte europäische Formen),,,261.2,Taillis et culture agricole (formes européennes traditionnelles),,,Lågskog (av traditionell europeisk art) kombinerad med jordbruk,,,,,,Dehesas con monte bajo y cultivo agrícola (formas tradicionales europeas),,,
261.3,1954,1992,,2016,1966,1959,,261,232.22,Shifting cultivation. ,,[For taungya method of plantation establishment alone see 232.22],261.3,Vuoroviljely,,"[Taungya -menetelmä viljelmän perustamisessa, katso 232.22]",261.3 ,Primitive wandernde Waldfeldwirtschaft ,,Taungya-Methode der Bestandesgründung u.ä. siehe 232.22],261.3,Cultures itinérantes,,"[Pour les cultures temporaires type taungya seulement, voir 232.22]",Primitivt periodiskt återkommande utnyttjande av skogsmarken för jordbruksändamål,,"[""Taungya"" som artificiell föryngringsmetod se 232.22]",,,,Agricultura nómada,,"Para el método de plantación Taungya exclusivamente, véase 232.22",
261.9,1954,1992,,2016,1966,1959,,261,,Miscellaneous,,,261.9,Sekalaista,,,261.9 ,Verschiedenes,,,261.9,Divers,,,Övrigt ,,,,,,Varios,,,
262,1954/2006,1992/2006,2007,2016,1966,1959,,26,,Fuel and fodder forests. Energy forests (short rotation plantations),,,262,Polttopuu ja rehumetsät. Energiametsät (lyhytkiertoviljelmät),,,262,Walder zur Gewinnung von Heizmaterial und von Laub als Viehfutter. Energiewald. (Kurzumtriebsfläche),,,262,Forêts productrices de combustible et de fourrage,,,Skogsbruk syftande till produktion av kreatursfoder och bränsle,,,,,,Montes productores de leñas y ramón,,,
263,1954/1983,1992,1960,2016,1966,1959,,26,,Irrigated forests. Forests subject to flooding or seepage (Auewald),,,263,Kastellut metsät. Tulvametsät (Auerwald),,,263,Bewässerte Waldungen. Auewald,,,263,Forêts irriguées. Forêts inondables (Auewald),,,Bevattnade skogar och översvämningsskogar,,,,,,Montes regados: montes expuestos a inundaciones o filtraciones (Auerwald),,,
264,1954,1992,,2016,1966,1959,,26,,Farm forests,,,264,Maatilametsät,,,264,Guts- und Bauernwaldungen,,,264,Forêts paysannes,,,Gods- och bondeskogar,,,,,,Bosques en granjas y masías,,,
265,1954/2006,1992/2006,2007,2016,1966,1959,,26,274,"Strips or lines at road, rail and canal sides etc.; alley cropping",,[Hedgerow trees see also 274],265,"Kaistaleet tai rivit teiden, ratojen tai kanavien varsilla",,[Alley cropping  - puut yhdessä rivissä. Strip cropping - puut vyöhykkeenä],265,"Waldstreifen längs Straßen, Bahnen, Kanälen usw.; Alleebäume",, Bäume in Hecken (siehe auch 274),265,"Plantations d'alignement le long des routes, voies ferrées et canaux, etc.; arbres de haies",,,"Bälten eller trädrader utmed vägar, järnvägar, kanaler m.m.: träd i häckar",,[Hedgerow trees see also 274],,,,"Plantaciones lineales o en fajas en los bordes de carreteras, ferrocarriles, canales, etc.; árboles para setos",,,
266,1954,1992,,2016,1966,1959,,26,,"Shelterbelts, windbreaks",,,266,Tuulensuojavyöhykkeet,,,266,Windschutzstreifen u.ä.,,,266,"Rideaux, abris, brise-vent",,,Läbälten,,,,,,"Cortinas de protección, rompevientos",,,
267,1988/2017,1992,,2016,2016,2017,,26,,Forest edge,,,267,Metsänreuna,,,267,Waldrand. Waldessaum,,,267,Lisière forestière,,"Arbre de bordure, ",Skogsbryn,,,,,,Linde del bosque,,,"Border, fringe of a forest"
268,1954,1992,,2016,1966,1959,,26,,Pastured forests. Grazing on forest and open ranges,,,268,Metsälaitumet. Laidunnus metsissä ja avoimilla alueilla,,,268,Weidewaldungen. Weide im Wald und auf offenen Weideflächen,,,268,Forêts pâturées. Parcours en forêt et hors forêt,,,Återbeskogar Bete i skog och på öppna områden,,,,,,Pastizales arbolados; pastoreo en montes y rasos,,,
268.1,1954,1992,,2016,1966,1959,,268,,Forest grazing; forest pastures,,,268.1,Metsälaidunnus. Hakamaametsä,,,268.1 ,Waldweide,,,268.1,Pâturages et pacage en forêt,,,Skogsbete,,,,,,Pastoreo en montes; aprovechamientos de pastos,,,
268.2,1954,1992,,2016,1966,1959,,268,,Grazing on open ranges; open pastures,,,268.2,Laidunnus avomailla,,,268.2 ,Weiden auf offenen Weideflächen,,,268.2,"Pâturages hors forêt, prés-bois",,,Bete på öppna områden,,,,,,Pastoreo en rasos; pastizales,,,
268.3,1954,1992,,2016,1966,1959,,268,268.44,Forage plants,,,268.3,Ravintokasvit,,,268.3 ,Futterpflanzen ,,,268.3,Plantes fourragères,,,Betesväxter.,,[Jfr 268.44],,,,Plantas forrajeras,,véase tambien 268.44,
268.4,1954,1992,,2016,1966,1959,,268,,Maintenance and improvement of pastures,,,268.4,Laidunten hoito ja parantaminen,,,268.4 ,Erhaltung und Verbesserung der Weiden,,,268.4,Entretien et amélioration des pâturages,,,Vidmakthållande och förbättring av beten,,,,,,Conservación y mejora de pastizales,,,
268.41,1954,1992,,2016,1966,1959,,268.4,,Revegetation,,,268.41,Taimettaminen,,,268.41 ,Erneuerung des Pflanzenwuchses,,,268.41,Restauration du tapis herbacé,,,Förnyande av betesvegetationen,,,,,,Restauración de pastizales,,,
268.43,1954,1992,,2016,1966,1959,,268.4,,Control of animal pests,,,268.43,Tuhoeläinten torjunta,,,268.43 ,Bekämpfung tierischer Schädlinge,,,268.43,Lutte contre les animaux nuisibles (y compris les insectes),,,Bekämpning av skadedjur,,,,,,Defernsa contra los animales dañinos,,,
268.44,1954,1992,,2016,1966,1959,,268.4,,Undesirable plants and their eradication,,,268.44,Haitalliset kasvit ja niiden torjunta,,,268.44 ,Bekämpfung und Ausrottung unerwünschter Pflanzen,,,268.44,Plantes nuisibles et leur extraction,,,Icke önskvårda plantor och deras utrotning,,,,,,Plantas dañinas y su extirpación,,,
268.49,1954,1992,,2016,1966,1959,,268.4,,Miscellaneous,,,268.49,Sekalaista,,,268.49 ,Verschiedenes,,,268.49,Divers,,,Övrigt,,,,,,Varios,,,
268.5,1954,1992,,2016,1966,1959,,268,,Forage types and yields,,,268.5,Rehutyypit ja -sadot,,,268.5 ,Typen und Ertrag von Weiden,,,268.5,Types de végétation fourragère et leurs rendements,,,Klassificering av beten. Avkastning,,,,,,Tipos de forraje y su producción,,,
268.6,1954,1992,,2016,1966,1959,,268,,Organization and control of grazing,,,268.6,Laidunnuksen järjestäminen ja säätely,,,268.6 ,Einrichtung und Regelung der Weidewirtschaft,,,268.6,Organisation et surveillance du pâturage,,,Betesreglering,,,,,,ordenación y defensa del pastoreo,,,
268.9,1954,1992,,2016,1966,1959,,268,,Miscellaneous,,,268.9,Sekalaista,,,268.9 ,Verschiedenes,,,268.9,Divers,,,Övrigt,,,,,,Varios,,,
269,1954,1992,,2016,1966,1959,,26,,Miscellaneous,,,269,Sekalaista,,,269,Verschiedenes,,,269,Divers,,,Övrigt,,,,,,Varios,,,
27,1954,1992,,1973/1985,1966,1959,,2,,Arboreta. Arboriculture for ornamental purposes. Hedges and hedge plants,,,27,Arboretumit. Puiden viljely koristetarkoitusksiin. Pensasaidat ja pensasaitakasvit,,,27,"Arboreta. Ziergehölze, Parks. Hecken (Lebhäge) und Heckenpflanzen",,,27,"Arboretums, arbres d'ornement, haies et espéces pour haies",,,Arboreta. Odling och vård av träd och buskar för park- och prydnadsändamål. Häckar och häckplantor,,,Arboreta. Gojenje dreves za okrasne namene. Zive meje in rastline za žive meje,,,Arboretos. Arboricultura con fines ornamentales. Setos vivos y plantas propias para setos,,,
270,1983,1992,,2016,2016,2017,,27,,Urban forestry,,,270,Kaupunkimetsät,,,270,Stadtgrünbewirtschaftung,,,270,Foresterie urbaine,,,Tätortsnära skogar,,,,,,Silvicultura urbana,,,
270.9,1988,1992,,2016,2016,2017,,270,,Damage by plants,(e.g. trees to buildings),,270.9,Kasvien aiheuttamat vahingot,(esim. puiden rakennuksille aiheuttamat vauriot),,270.9 ,"Beschädigungen durch Pflanzen,", z.B. Bäume an Gebäuden,,270.9,"Dégâts dus aux plantes, ",(par ex. dégâts des arbres aux bâtiments),,Skador av växter (t.ex. skador till byggnader som orsakats av träd),,,,,,Daños causados por plantas,por ejemplo árboles a edificios,,
271,1954,1992,,2016,1966,1959,,27,,Arboreta,,,271,Arboretumit,,,271,Arboreta,,,271,Arboretums,,,Arboreta,,,,,,Arboretos,,,
272,1954,1992,,2016,1966,1959,,27,,Parks,,,272,Puistot,,,272,Parks,,,272,Parcs,,,Parker,,,,,,Parques,,,
273,1954,1992,,2016,1966,1959,,27,,Ornamental street and roadside trees,,,273,Koristepuut ja tienvarsipuut,,,273,"Zierbäume an Straßen, Wegen und an der Küste",,,273,Arbres d'ornement et d'alignement,,,Prydnadsträd utmed gator och vägar,,,,,,Arboles ornamentales para calles y caminos,,,
273.1,1954,1992,,2016,1966,1959,,273,,Trees for seaside planting,,,273.1,Merenrantapuusto,,,273.1 ,Bäume für Küstenpflanzungen,,,273.1,Arbres pour plantations en bordure de mer,,,Träd för sjöstränder,,,,,,Arboles para plantaciones litorales,,,
274,1954,1992,,2016,1966,1959,,27,,Hedges and hedge plants,,,274,Pensasaidat,,,274,Hecken (Lebhäge) und Heckenpflanzen,,,274,Haies et espèces pour haies,,,Häckar och häckplantor,,,,,,Setos y plantas para setos,,,
278,1988,1992,,2016,2016,1959,,27,,Dwarf trees,(e.g. bonsai),,278,Kääpiöpuut,(esim. bonsai),,278,"Zwergbäume, z.B. Bonsai",,,278,"Arbres nains, bonsaï",,,Dvärgträd  (t.ex. bonsai),,,,,,Bonsai,,,
279,1954,1992,,2016,1966,1959,,27,,Miscellaneous,,,279,Sekalaista,,,279,Verschiedenes,,,279,Divers,,,Övrigt,,,,,,Varios,,,
28,1954,1992,,1966/1985,1966,1959,,2,,Husbandry (growing and collection) of forest products other than wood,,,28,Metsän sivutuotteet (kasvatus ja korjuu),,,28,"Anbau, Pflege und Gewinnung forstlicher Nebenprodukte",,,28,Culture et récolte des produits forestiers autres que le bois,,,Hushållning [odling och insamling] med andra skogsprodukter än trä,,,"Gojenje, nega in pridobivanje postranskih gozdnih pridelkov",,,Aprovechamiento (cultivo y recolección) de productos forestales distintos de la madera,,,
281,1954,1992,,2016,1966,1959,,28,,Christmas trees,,,281,Joulupuut,,,281,Weihnachtsbäume,,,281,Arbres de Noël,,,Julgranar,,,,,,Arboles de Navidad,,,
282,1954,1992,,2016,1966,1959,,28,,Bark crops,,,282,Puun kuori,,,282,Bäume zur Rinden- und Borkengewinnung,,,282,Peuplements producteurs d'écorces,,,Bark,,,,,,Aprovechamiento de cortezas,,,
282.1,1954,1992,,2016,1966,1959,,282,,Tanbark,,,282.1,Parkitusaineet,,,282.1 ,Gerbrinde,,,282.1,Ecorces à tan,,,Bark till garvämne,,,,,,Cortezas tánicas,,,
282.2,1954,1992,,2016,1966,1959,,282,,Cork,,,282.2,Korkki,,,282.2 ,Kork,,,282.2,Liège,,,Kork,,,,,,Corcho,,,
282.3,1954,1992,,2016,1966,1959,,282,,Medicinal barks,,,282.3,Lääkinnällinen kuori,,,282.3 ,Offizinelle Rinden,,,282.3,Ecorces médicinales,,,Bark för medicinsk användning,,,,,,Cortezas medicinales,,,
282.4,1954,1992,,2016,1966,1959,,282,,Bark for fibre products,,,282.4,Kuori kuitutuotteisiin,,,282.4 ,Rinde zur Fasergewinnung,,,282.4,Ecorces à fibres,,,Bark för fiberutvinning,,,,,,Cortezas para la obtención de fibras,,,
282.9,1954,1992,,2016,1966,1959,,282,,Miscellaneous,,,282.9,Sekalaista,,,282.9 ,Verschiedenes,,,282.9,Divers,,,Övrigt,,,,,,Varios,,,
283,1954/2006,1992/2006,2007,2016,1966,1959,GFDC06,28,,Fruit and seed crops (from trees),,,283,Hedelmät ja siemenet (puista),,,283,Früchte und Samen (von Bäumen),,,283,Peuplements producteurs de fruits et de graines,,,Frukter och frön,,,,,,Aprovechaminento de frutos y semillas,,,
283.1,1954,1992,,2016,1966,1959,,283,,Fruit crops,,,283.1,Hedelmät,,,283.1 ,Früchte,,,283.1,Fruits,,,Frukter,,,,,,Aprovechamiento de frutos,,,
283.2,1954,1992,,2016,1966,1959,,283,,Nut crops,,,283.2,Pähkinät,,,283.2 ,Nüsse,,,283.2,Noix,,,Nötter,,,,,,"Aprovechamiento de nueces, castañas, avellanas, etc.",,,
283.3,1954,1992,,2016,1966,1959,,283,,Seed crops,,,283.3,Siemenet,,,283.3 ,Samen,,,283.3,Graines,,,Frön,,,,,,Aprovechamiento de semillas,,,
283.4,1954,1992,,2016,1966,1959,,283,,Seed fibres,,,283.4,Siemenkuidut,,,283.4 ,Samenfasern,,,283.4,Graines à fibres,,,Fröfibrer,,,,,,Semillas para fibras,,,
283.9,1954,1992,,2016,1966,1959,,283,,Miscellaneous,,,283.9,Sekalaista,,,283.9 ,Verschiedenes,,,283.9,Divers,,,Övrigt,,,,,,Varios,,,
284,1954,1992,,2016,1966,1959,,28,,Crops tapped for exudations,,,284,Puista tihkuvat aineet,,,284,Harz- und Saftgewinnung,,,284,Peuplements producteurs de sécrétion,,,"Harts, växtsafter m.m.",,,,,,Aprovechamiento de jugos mediante incisiones,,,
284.1,1954,1992,,2016,1966,1959,,284,,Resin crops,,,284.1,Hartsit,,,284.1 ,Harz,,,284.1,Résines,,,Harts,,,,,,Resinas,,,
284.2,1954,1992,,2016,1966,1959,,284,,Gum crops,,,284.2,Kumit,,,284.2 ,Gummi (Gummi arabicum) ,,Kautschuk siehe 284.3],284.2,Gommes,,,Gummi (gummi arabicum m.m.),,,,,,Gomas,,,
284.3,1954,1992,,2016,1966,1959,,284,,Latex crops,,,284.3,Lateksit,,,284.3 ,Milchsaft (Latex),,,284.3,Latex,,,Latex,,,,,,Látex,,,
284.4,1954,1992,,2016,1966,1959,,284,,Sap-sugar crops,,,284.4,Mahlat,,,284.4 ,Zuckersaft,,,284.4,Sucres,,,"Sockersaft, saftsocker",,,,,,Jugos azucarados,,,
284.9,1954,1992,,2016,1966,1959,,284,,Miscellaneous,,,284.9,Sekalaista,,,284.9 ,Verschiedenes,,,284.9,Divers,,,Övrigt,,,,,,Varios,,,
285,1954,1992,,2016,1966,1959,,28,262,Leaf crops,,[For leaf fodder see 262],285,Lehdet,,[Lehtirehu katso 262],285,Gewinnung von Blättern ,,Futterlaub siehe 262],285,Peuplements producteurs de feuilles,,"[Pour feuilles fourragères, voir 262]",Löv ,,[Löv till foder se 262],,,,Aprovechamiento de hojas,,"Para ramón, véase 262",
286,1954,1992,,2016,1966,1959,,28,,Osier-growing,,,286,Punontapajut,,,286,Korbweiden,,,286,Oseraies,,,Odling av korgpil,,,,,,Cultivo de mimbres,,,
287,1954,1992,,2016,1966,1959,,28,,Bamboo- and cane-growing,,,287,Bambun ja rottingin kasvatus,,,287,Bambus und Rohr,,,287,Culture de bambous et rotins,,,Odling av bambu och rotting,,,,,,Cultivo del bambú y la caña,,,
288,1954,1992,,2016,1966,1959,,28,,"Crops grown for animal products (e.g. lac, silkworms)",,,288,Metsän kasvatus eläintuotteita varten,"(esim. sellakka, silkkiäistoukat)",,288,"Pflanzen, die zur Gewinnung tierischer Produkte dienen (z.B. Rohlack, Seide)",,,288,"Espèces cultivées en vue de la récolte de produits animaux (par ex. laque, vers à soie)",,,"Växter odlade för erhållande av djurprodukter (t.ex. silke, lack)",,,,,,Cultivos para la obtención de productos animales,"lacas, gusanos de seda",,
289,1954/2006,1992/2006,,2016,2016,1959/2017,GFDC06,28,89,Husbandry (growing) of other non-wood products,"mushrooms, berries, lichens",,289,"Muiden kuin puutuotteiden tuotanto (sienet, marjat, jäkälät)",,,289,Gewinnung von sonstigen Nicht-Holzprodukten aus der Landwirtschaft,,,289,Culture d'autres produits non ligneux,"champignons, baies, lichens",,Skogshushållningen (växande) för andra icke-träprodukter,"(svamp, bär, lavar)",,,,,Producción (crecimiento) de otros productos no madereros,"setas, bayas, líquenes",,
